ID,COMMENT,CLASSE
1542,I’m from the SF Valley and now live in Vegas. Very surprised on both. Both of them are 30 minutes max in car 🫠,scrollTriggerFade section UNDEFINED
1543,Jet fuel is cheaper than gas for your car,scrollTriggerFade section UNDEFINED
1544,VEGAS IS MICROSCOPIC WHO TF IS FLYING ACROSS IT???? 💀💀💀💀💀💀💀 the traffic isn’t ever even that bad if you just avoid the boulevard.,scrollTriggerFade section UNDEFINED
1545,Pshhh yeah but like they’re rich cmon,scrollTriggerFade section RICH
1546,I have a friend named SAM that wants to meet these people....,scrollTriggerFade section RICH
1547,@that.girl.died the real reason i continue to fly first class,scrollTriggerFade section ROUTINE
1548,I understand small trips occasionally for some celebs that have books back to back events but what the actual fuck,scrollTriggerFade section CELEBRITIES
1549,WE NEED A CARBON TAX!!!,scrollTriggerFade section UNDEFINED
1550,it’s for kylie cosmetics,scrollTriggerFade section UNDEFINED
1551,A 10 minute flight?!!!!!!!!!!!😡😡😡😡😡,scrollTriggerFade section UNDEFINED
1552,Her sister used 485% of the allotted water for the 6th month in a row. Boycott them. All of them.,scrollTriggerFade section UNDEFINED
1553,kourney kardashian used 245% of her water allotment…,scrollTriggerFade section UNDEFINED
1554,literally for what to avoid the 5 minutes of traffic once you get over the hill??? 🥴,scrollTriggerFade section UNDEFINED
1555,"I don’t think I could live in la, I can’t be trusted around that many rich people",scrollTriggerFade section RICH
1556,FUCK. CELEBRITIES. FUCK. THE RICH.,scrollTriggerFade section UNDEFINED
1557,And their fans will still worship them while their houses are being taken away from them and they can’t feed their kids. Nothing will ever change.,scrollTriggerFade section UNDEFINED
1558,It’s only a 40 minute drive but y’all know if y’all had the money YALL WOULD DO IT,scrollTriggerFade section UNDEFINED
1559,Exactly but is me dat mus suffer wid paper straw Lmfaooooo,scrollTriggerFade section EVERYDAY
1560,But fight climate change right..,scrollTriggerFade section POLLUTION
1561,"Climate change policies are only meant for us peasants, and for political gain. That one of the reaons I stopped supporting leftists.",scrollTriggerFade section POLLUTION
1562,@Kylie Jenner Explain,scrollTriggerFade section CELEBRITIES
1563,my husband works in the van nuys airport 🛫,scrollTriggerFade section UNDEFINED
1564,Rules for thee…. 😁,scrollTriggerFade section RICH
1565,Low key Camarillo isn’t an international airport so maybe it’s cheaper to keep it there and it’s closer to her house,scrollTriggerFade section UNDEFINED
1566,"Friendly reminder, your average commercial flight uses 3 years of farm fuel. Don’t get how people claim agriculture is causing global warming",scrollTriggerFade section UNDEFINED
1567,"ahhh no surprise hawaii is experiencing the largest waves it’s ever had in decades , no one rich cares abt the climate",scrollTriggerFade section UNDEFINED
1568,"""we all have the same 24 hours a day"" no, no we don't",scrollTriggerFade section EVERYDAY
1569,@kyliejenner,scrollTriggerFade section CELEBRITIES
1570,Her sister Chloe is being expo using so much water in drought,scrollTriggerFade section EVERYDAY
1571,It’s climate change for us but pocket change for them😬,scrollTriggerFade section POLLUTION
1572,@Kylie Jenner what is your problem,scrollTriggerFade section CELEBRITIES
1573,Lmao right. We drink from paper straws and they’re taking jets to their neighbors house.,scrollTriggerFade section EVERYDAY
1574,"@kyliejenner unsurprising Kylie doesn't care the world she's leaving her kids in, or the damage she causes bc she can't be inconvenienced.",scrollTriggerFade section UNDEFINED
1575,Not defending these over entitled fuckers in the least but are we sure those aren’t maintenance flights between airports,scrollTriggerFade section ROUTINE
1576,Elite- different rules,scrollTriggerFade section RICH
1577,@Kylie Jenner,scrollTriggerFade section CELEBRITIES
1578,rich people don't care about anybody else but themselves. they are selfish and self-centered and they don't care about Earth 💯💯💯,scrollTriggerFade section UNDEFINED
1579,me hoaeding plastic straws when they said they were taking em 😂,scrollTriggerFade section EVERYDAY
1580,Gas prices to the mean nothing lol I,scrollTriggerFade section POLLUTION
1581,Carbon tax on private flights,scrollTriggerFade section UNDEFINED
1582,carbon tax should be a thing,scrollTriggerFade section UNDEFINED
1583,"In some of those scenarios it probably does take longer to fly, but they don’t want to be stuck in traffic with the poors.",scrollTriggerFade section UNDEFINED
1584,Rules for thee but not for meeee,scrollTriggerFade section RICH
1585,sometimes I think about how we never see how billionaires travel. flying must be safer from us.,scrollTriggerFade section UNDEFINED
1586,"There are no cars in that route in Las Vegas, really? A plane??",scrollTriggerFade section UNDEFINED
1587,Meanwhile I gotta finish my soda in three minutes before the straw disintegrates,scrollTriggerFade section UNDEFINED
1588,And certain politicians blame cows farting!! Ridiculous,scrollTriggerFade section RICH
1589,We all have to do our part so the privileged can fly their private jet’s without guilt.,scrollTriggerFade section ROUTINE
1590,Maybe the traffic was bad lmao,scrollTriggerFade section EVERYDAY
1591,Elon Musk and Mark Cuban bribed a guy to stop tracking this stuff on twitter. Tax the rich.,scrollTriggerFade section UNDEFINED
1592,Imagine having so much money you can get away with that and not feel guilty where as I gotta question if I have enough gas to go to the store for a,scrollTriggerFade section UNDEFINED
1593,i honestly thought kobe would’ve stopped them,scrollTriggerFade section CELEBRITIES
1594,😂😂😂 I knew I smelled a Kardashian in my neighborhood.,scrollTriggerFade section CELEBRITIES
1595,@kellimccormick and we need to worry about our plastic consumption,scrollTriggerFade section EVERYDAY
1596,I looked it up. That 3min flight emitted a little less than a metric ton of CO2. The average person emits 4-5 metric tons a year. You do the math.,scrollTriggerFade section UNDEFINED
1597,Could just be repositioning,scrollTriggerFade section ROUTINE
1598,Yet all people do is make them richer 🤷,scrollTriggerFade section RICH
1599,Hey…aren’t these the same people that tell us about the woes of global warming?? And we poor people are supposed to do something ????,scrollTriggerFade section RICH
1600,🐢 bro the turtles don’t stand a chance😞,scrollTriggerFade section POLLUTION
1601,isn't that what helicopters are for,scrollTriggerFade section CELEBRITIES
1602,"Many times, they're not even on the plane themselves, but later they can expense the fuel through taxes as a business expense.",scrollTriggerFade section UNDEFINED
1603,"I work in private aviation and I see this every single day, not even just celebrities just rich people in general.",scrollTriggerFade section UNDEFINED
1604,The issue is the meat industry,scrollTriggerFade section UNDEFINED
1605,"well depending on the time, that could be a hour drive if not longer",scrollTriggerFade section UNDEFINED
1606,@Kylie Jenner explain,scrollTriggerFade section CELEBRITIES
1607,I TOTALLY AGREE just to be clear but it does kinna annoy me when people compare the private jet issue to the trash/recycling issue.,scrollTriggerFade section UNDEFINED
1608,"Look, none of this will end until we as a society decide we are sick of it and end it for them. We allow it. #eattherich",scrollTriggerFade section EVERYDAY
1609,Me thinking there driving everywhere lol 😂,scrollTriggerFade section CELEBRITIES
1610,Eat the rich,scrollTriggerFade section RICH
1611,Eat the rich.,scrollTriggerFade section RICH
1612,"There needs to be a carbon tax for these people. They are burning our Earth down, and we will have to suffer the consequences 😡",scrollTriggerFade section UNDEFINED
1613,The rich are killing our planet 🌎,scrollTriggerFade section UNDEFINED
1614,"If she really flew this short flight then yes that’s dumb, but aircraft commonly reposition to a nearby airport for various reasons.",scrollTriggerFade section ROUTINE
1615,Rules for thee but not for me,scrollTriggerFade section RICH
1616,I’m using plastic straws for ever.,scrollTriggerFade section EVERYDAY
1617,yo we really gotta eat the rich yall. I'm over this,scrollTriggerFade section RICH
1618,Driving in Los Angeles from Camarillo to Van Nuys during the height of traffic would take 1-2 hours,scrollTriggerFade section UNDEFINED
1619,"honestly, never heard Floyd or Jack say anything about the ""environment"". it's finally turning into the few who have all vs the many who have little.",scrollTriggerFade section CELEBRITIES
1620,I’m assuming flights that seem unnecessary are for airplane maintenance.,scrollTriggerFade section ROUTINE
1621,"Clearly you’re not from LA. 20 min car ride! 🤣 I agree the jet is ridiculous, helicopter’s better.",scrollTriggerFade section UNDEFINED
1622,"@cnn, @msnbc @washingtonpost this is ridiculous. Those planes need to be grounded unless they are doing humanitarian work..",scrollTriggerFade section ROUTINE
1623,@Kylie Jenner A 3 MINUTE PLANE RIDE?! you must be out of your goddamn mind,scrollTriggerFade section CELEBRITIES
1624,yes save the turtles so the rich people can make them their new purse 😍,scrollTriggerFade section UNDEFINED
1625,It’s 102 degrees in England and all the rich people are like aww this sucks :( LIKE BRO UR THE PROBLEM,scrollTriggerFade section RICH
1626,Did you guys just forget that Kobe took helicopters everywhere?,scrollTriggerFade section CELEBRITIES
1627,"there are far too many poor people defending rich ppl actions ,as if theyll be rich one day 😂😂😂😂",scrollTriggerFade section RICH
1628,I mean Camarillo to Van Nuys can run you 2 hours with traffic but yeah lol,scrollTriggerFade section UNDEFINED
1629,Rich people just feel entitled to stuff like this. Disgusting.,scrollTriggerFade section RICH
1630,most celebs do this because of “traffic”,scrollTriggerFade section UNDEFINED
1631,Whales actually hate airplanes 🥺😢😭,scrollTriggerFade section ROUTINE
1632,Eat the rich.,scrollTriggerFade section RICH
1633,When celebs aren’t using them they’re renting and capitalizing with them,scrollTriggerFade section CELEBRITIES
1634,Whales hate planes,scrollTriggerFade section ROUTINE
1635,Kourtney has been cited for using 245% of her allotted water during a drought..and she refuses to stop,scrollTriggerFade section EVERYDAY
